Cell_ID,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13
C00001,1.0113296439263386,1.4734329887195405,-0.27509036953350335,2.811519645968712,-0.5938981193957749,0.8485821277114609,0.48207568361131325,-0.7655515950246351,-1.2169264417726202,-1.0172223134906497,1.1464395565526906,0.41129233237724283,0.21816878846555976
C00002,0.12369041364623717,0.6753211901974417,0.8926079326771776,-0.2750362948558371,0.9130604203015092,-0.35727743098483106,-0.5883397934941733,0.27932264262249734,1.6957063097401952,-0.3042538119554707,1.8677670675697895,0.7845007423527024,-1.5106230828959897
C00003,-0.8117492812099322,1.0513458429455913,0.6008989451848437,1.4263760515856696,-0.15683341403868142,0.7287802646392133,-0.6152776990341544,-1.0958910509560262,0.14618879287147105,0.48309592899160836,-0.504965816714355,-0.23575596902675172,0.758600880855257
C00004,-0.3612188363352735,-0.6776338465492168,0.02925597065496471,1.1862417036266182,0.23708589201732666,0.6381511862687288,-0.9387861243683937,-0.8355648514836158,0.8548366658627182,-0.15351521154576,-0.245989957550553,0.8084502999975525,0.7416187251610907
C00005,0.14776422276249174,1.425084145519938,-1.0863516209191897,-1.0630805922721296,0.6435920168041951,-0.19340899506858758,-2.0886365754496334,-1.5402394758587208,-0.5172177215677517,-0.9768665677990361,-0.244907682328027,-0.9219455449578127,-0.5272358960392866
C00006,1.7165936187891782,-0.5035827328753029,-0.31283596380351714,0.7530272403953724,0.826465462483325,1.287001695121662,0.9735944471925354,-0.5218766124204857,-1.982671057423402,-0.19053687819024534,0.6287320787863765,0.8715124835229535,0.8421695569795015
C00007,-0.9957737904612135,-0.395637092537304,1.738734289969839,0.43457876288717445,1.0153589826365101,-1.1706618710248025,-0.9007523085709364,-0.26607998028098884,0.6178634905309479,-0.7099850796711612,2.0635282510616104,0.38546501642781367,-0.9416081685928815
C00008,-0.07741101556237355,-0.17723804728619402,0.1442049212559773,0.026774853230702153,-0.09370472454610752,-0.30209966618280526,-0.3815918635101107,-0.19077174075180436,-0.13150946711843817,-1.599653517927861,-0.40779889434797334,-0.33721960475078083,-0.3321329557288045
C00009,0.447172555005966,0.31606107501443337,0.678910764168923,0.42699648773971316,-0.18200690804411027,-0.9076796764507051,0.662455206218732,0.8115185822133749,-1.294254899850177,0.2745470808299409,-1.044251880864239,-0.9552235387988506,0.22503701191485093
C00010,0.7839086335845676,-0.9533863719644424,0.08036866051541555,0.032828534179884745,1.4750600645766054,-0.5515850467702872,0.10010787073663813,-0.47609557468374825,-0.2065873076326125,0.4603599638758741,0.262980012028382,1.0960084232339764,1.0391890373194252
C00011,-0.2620827793087567,1.911252300654628,1.6092567686445605,-0.3541067014395381,0.9405669686479481,1.9498152430523197,0.22366560211144731,-0.1304950005907197,-0.09297524302982564,-0.251616950505458,1.2587797588683358,0.5905096542999558,0.50869004273215
C00012,-0.7548406094819349,-0.07264028508115151,-0.7419897167462262,-1.6781298509702913,0.5655404920420237,0.6568775851778582,-0.0043270774660782736,1.4108860513282342,-0.008219369873258496,-0.988696161686889,-1.0494391981138693,0.09267419531800206,-0.37857456342181967
C00013,-0.2750330617278537,2.1135178811772746,1.143058059377254,1.6485525410657342,0.32553489684162507,0.7028306634532493,1.6830269968108558,0.08126679275408101,1.057306424590757,-1.3232020542164002,0.1946560185149783,-1.2696655826882888,0.4307453396734326
C00014,0.7243057757676574,0.3753919359682241,-0.23324048427019253,-0.9691755164681363,-1.5336574442935798,-0.12593347493067622,0.3334800273546141,0.17867251405500872,1.7919875138832282,-0.26029143979400515,-2.6262319628615134,-0.10945155160557153,-2.1175718532792436
C00015,2.3655884473447486,-0.11529386814249884,-1.545905856752621,0.07179503894175274,-0.09922244282618962,0.16152107507866834,-0.4581909185685632,0.8776156276990984,-1.176457656979158,-0.20943575310081194,-0.46073893858862075,-1.5272954460539259,-1.729392773223415
C00016,-0.07889610529682792,1.7918408133244603,-0.14678736830925532,-0.8289897258015934,1.0792349375660815,-0.4153962669838039,-0.22764832460311535,-1.1803396633886925,-0.6389854244722064,0.8132305705024961,1.4616007866752414,0.030783041052505563,0.786591875508135
C00017,0.7160817642849773,1.4477588326666488,-3.024101803979436,-1.1268284468430059,0.33426576465532715,0.6680458278402566,-0.3569662919777973,-0.7558576960152296,0.5645561229491205,0.05831709890893848,1.7077770673976922,0.7885303193417906,0.09180332264409405
C00018,-1.175696918276731,1.2419484880836444,0.6548966628686977,-0.6926356580794102,-1.044544415423301,0.7770941607570571,0.8563219738830153,-0.6257205034451936,1.7111460011533572,-0.8817356100440328,0.19190185852986874,0.07227621257758662,0.7136521537798127
C00019,-0.4804796736610682,0.7872647566841373,0.03181047468047738,-0.10350660185205207,-0.7953857778441383,-0.5154440592300162,-0.08001972912679595,0.5664750921732363,-0.29662730574200946,1.7864227201555367,-0.7349302243628616,-0.3815952672522159,0.18258349691231018
C00020,0.6655655272149815,1.805227491164898,1.3027778293162353,0.9670166470193574,-2.232526532396768,0.9232747550866056,0.2258876803773647,0.3045189361329063,0.9517151145063045,0.4862182504234631,-1.594407895256638,0.21030353403460034,-0.8625196916295643
C00021,0.24287759326196987,-0.4314202251284319,0.993480069869208,0.9314994942682978,-0.4303869032525474,-0.9153038179999956,-2.2297655001718972,-0.6523658172229632,-0.5560196881765129,0.21069372017598614,-0.7642110554249453,-0.6586430919508359,0.8115711783763363
C00022,1.0175929860404886,-1.2656288652651044,0.8429243105217719,0.7165253770314004,-0.4698608594239426,-0.2973147910403486,0.914507454532021,0.4699320503862302,-0.7672607377989358,-0.044468904733019086,-0.05738911848713241,2.3493014216673576,-1.0397343866437374
C00023,0.4441083939006599,-1.6483850512981733,-0.662183697875087,0.9918051814392272,0.804294340811576,2.288846043266477,0.518043499246126,-0.10560722976261275,0.0882622119625552,1.010494710268887,1.312992019237118,-0.47921753519378896,0.19319664238413323
C00024,0.012987001669336229,2.395914912584983,3.1853495424044707,-0.4376436650602754,1.6264085783751254,1.0935781023537665,0.4440247043268351,0.9784074450217721,-0.1604441581282157,0.3779969894773528,0.2959349775462718,0.846451364391194,-0.3312862386449009
